genus,family,order,group
Chimborazoa,Sapindaceae,Sapindales,Angiosperms
Chonopetalum,Sapindaceae,Sapindales,Angiosperms
Chouxia,Sapindaceae,Sapindales,Angiosperms
Chytranthus,Sapindaceae,Sapindales,Angiosperms
Cnesmocarpon,Sapindaceae,Sapindales,Angiosperms
Conchopetalum,Sapindaceae,Sapindales,Angiosperms
Conghas,Sapindaceae,Sapindales,Angiosperms
Cossinia,Sapindaceae,Sapindales,Angiosperms
Cotylodiscus,Sapindaceae,Sapindales,Angiosperms
Crula,Sapindaceae,Sapindales,Angiosperms
Cubilia,Sapindaceae,Sapindales,Angiosperms
Cupania,Sapindaceae,Sapindales,Angiosperms
Cupaniopsis,Sapindaceae,Sapindales,Angiosperms
Cururu,Sapindaceae,Sapindales,Angiosperms
Cussambium,Sapindaceae,Sapindales,Angiosperms
Deinbollia,Sapindaceae,Sapindales,Angiosperms
Delavaya,Sapindaceae,Sapindales,Angiosperms
Delpya,Sapindaceae,Sapindales,Angiosperms
Diatenopteryx,Sapindaceae,Sapindales,Angiosperms
Dicranopetalum,Sapindaceae,Sapindales,Angiosperms
Dictyoneura,Sapindaceae,Sapindales,Angiosperms
Dilodendron,Sapindaceae,Sapindales,Angiosperms
Dimocarpus,Sapindaceae,Sapindales,Angiosperms
Diploglottis,Sapindaceae,Sapindales,Angiosperms
Diplokeleba,Sapindaceae,Sapindales,Angiosperms
Diplopeltis,Sapindaceae,Sapindales,Angiosperms
Dipteronia,Sapindaceae,Sapindales,Angiosperms
Distichostemon,Sapindaceae,Sapindales,Angiosperms
Dittelasma,Sapindaceae,Sapindales,Angiosperms
Dodonaea,Sapindaceae,Sapindales,Angiosperms
Doratoxylon,Sapindaceae,Sapindales,Angiosperms
Dubanus,Sapindaceae,Sapindales,Angiosperms
Eccremanthus,Sapindaceae,Sapindales,Angiosperms
Elattostachys,Sapindaceae,Sapindales,Angiosperms
Eriocoelum,Sapindaceae,Sapindales,Angiosperms
Erioglossum,Sapindaceae,Sapindales,Angiosperms
Erythrophysa,Sapindaceae,Sapindales,Angiosperms
Euchorium,Sapindaceae,Sapindales,Angiosperms
Euonymoides,Sapindaceae,Sapindales,Angiosperms
Euphoria,Sapindaceae,Sapindales,Angiosperms
Euphorianthus,Sapindaceae,Sapindales,Angiosperms
Eurycorymbus,Sapindaceae,Sapindales,Angiosperms
Exothea,Sapindaceae,Sapindales,Angiosperms
Filicium,Sapindaceae,Sapindales,Angiosperms
Ganophyllum,Sapindaceae,Sapindales,Angiosperms
Gereaua,Sapindaceae,Sapindales,Angiosperms
Glenniea,Sapindaceae,Sapindales,Angiosperms
Gloeocarpus,Sapindaceae,Sapindales,Angiosperms
Gongrodiscus,Sapindaceae,Sapindales,Angiosperms
Gongrospermum,Sapindaceae,Sapindales,Angiosperms
Guindilia,Sapindaceae,Sapindales,Angiosperms
Guioa,Sapindaceae,Sapindales,Angiosperms
Handeliodendron,Sapindaceae,Sapindales,Angiosperms
Haplocoelopsis,Sapindaceae,Sapindales,Angiosperms
Haplocoelum,Sapindaceae,Sapindales,Angiosperms
Harpullia,Sapindaceae,Sapindales,Angiosperms
Hebecoccus,Sapindaceae,Sapindales,Angiosperms
Hemigyrosa,Sapindaceae,Sapindales,Angiosperms
Heterodendrum,Sapindaceae,Sapindales,Angiosperms
Hippobromus,Sapindaceae,Sapindales,Angiosperms
Hippocastanum,Sapindaceae,Sapindales,Angiosperms
Hirania,Sapindaceae,Sapindales,Angiosperms
Hornea,Sapindaceae,Sapindales,Angiosperms
Houssayanthus,Sapindaceae,Sapindales,Angiosperms
Hypelate,Sapindaceae,Sapindales,Angiosperms
Irina,Sapindaceae,Sapindales,Angiosperms
Jagera,Sapindaceae,Sapindales,Angiosperms
Koelreuteria,Sapindaceae,Sapindales,Angiosperms
Laccodiscus,Sapindaceae,Sapindales,Angiosperms
Lachnopetalum,Sapindaceae,Sapindales,Angiosperms
Laetji,Sapindaceae,Sapindales,Angiosperms
Lamprospermum,Sapindaceae,Sapindales,Angiosperms
Lasianthemum,Sapindaceae,Sapindales,Angiosperms
Lecaniodiscus,Sapindaceae,Sapindales,Angiosperms
Lepiderema,Sapindaceae,Sapindales,Angiosperms
Lepidopetalum,Sapindaceae,Sapindales,Angiosperms
Lepisanthes,Sapindaceae,Sapindales,Angiosperms
Litchi,Sapindaceae,Sapindales,Angiosperms
Llagunoa,Sapindaceae,Sapindales,Angiosperms
Lophostigma,Sapindaceae,Sapindales,Angiosperms
Loxodiscus,Sapindaceae,Sapindales,Angiosperms
Lychnodiscus,Sapindaceae,Sapindales,Angiosperms
Macphersonia,Sapindaceae,Sapindales,Angiosperms
Magonia,Sapindaceae,Sapindales,Angiosperms
Majidea,Sapindaceae,Sapindales,Angiosperms
Matayba,Sapindaceae,Sapindales,Angiosperms
Melanodiscus,Sapindaceae,Sapindales,Angiosperms
Melicocca,Sapindaceae,Sapindales,Angiosperms
Melicoccus,Sapindaceae,Sapindales,Angiosperms
Mischarytera,Sapindaceae,Sapindales,Angiosperms
Mischocarpus,Sapindaceae,Sapindales,Angiosperms
Mischocodon,Sapindaceae,Sapindales,Angiosperms
Molinaea,Sapindaceae,Sapindales,Angiosperms
Monopteris,Sapindaceae,Sapindales,Angiosperms
Namataea,Sapindaceae,Sapindales,Angiosperms
Negundium,Sapindaceae,Sapindales,Angiosperms
Negundo,Sapindaceae,Sapindales,Angiosperms
Neotina,Sapindaceae,Sapindales,Angiosperms
Nephelium,Sapindaceae,Sapindales,Angiosperms
Omalocarpus,Sapindaceae,Sapindales,Angiosperms
Ornitrophe,Sapindaceae,Sapindales,Angiosperms
Otolepis,Sapindaceae,Sapindales,Angiosperms
Otonephelium,Sapindaceae,Sapindales,Angiosperms
Otonychium,Sapindaceae,Sapindales,Angiosperms
Otophora,Sapindaceae,Sapindales,Angiosperms
Palaoea,Sapindaceae,Sapindales,Angiosperms
Pancovia,Sapindaceae,Sapindales,Angiosperms
Pappea,Sapindaceae,Sapindales,Angiosperms
Paranephelium,Sapindaceae,Sapindales,Angiosperms
Paullinia,Sapindaceae,Sapindales,Angiosperms
Pavieasia,Sapindaceae,Sapindales,Angiosperms
Pedicellia,Sapindaceae,Sapindales,Angiosperms
Pentascyphus,Sapindaceae,Sapindales,Angiosperms
Phaeocarpus,Sapindaceae,Sapindales,Angiosperms
Phialodiscus,Sapindaceae,Sapindales,Angiosperms
Phoenicimon,Sapindaceae,Sapindales,Angiosperms
Phyllotrichum,Sapindaceae,Sapindales,Angiosperms
Placioscyphus,Sapindaceae,Sapindales,Angiosperms
Placodiscus,Sapindaceae,Sapindales,Angiosperms
Plagioscyphus,Sapindaceae,Sapindales,Angiosperms
Podonephelium,Sapindaceae,Sapindales,Angiosperms
Pometia,Sapindaceae,Sapindales,Angiosperms
Porocystis,Sapindaceae,Sapindales,Angiosperms
Prostea,Sapindaceae,Sapindales,Angiosperms
Pseudima,Sapindaceae,Sapindales,Angiosperms
Pseudonephelium,Sapindaceae,Sapindales,Angiosperms
Pseudopancovia,Sapindaceae,Sapindales,Angiosperms
Pseudopteris,Sapindaceae,Sapindales,Angiosperms
Radlkofera,Sapindaceae,Sapindales,Angiosperms
Ratonia,Sapindaceae,Sapindales,Angiosperms
Rhaganus,Sapindaceae,Sapindales,Angiosperms
Rhysotoechia,Sapindaceae,Sapindales,Angiosperms
Rulac,Sapindaceae,Sapindales,Angiosperms
Saccharodendron,Sapindaceae,Sapindales,Angiosperms
Sapindus,Sapindaceae,Sapindales,Angiosperms
Sarcopteryx,Sapindaceae,Sapindales,Angiosperms
Sarcotoechia,Sapindaceae,Sapindales,Angiosperms
Schleichera,Sapindaceae,Sapindales,Angiosperms
Schmidelia,Sapindaceae,Sapindales,Angiosperms
Scyphonychium,Sapindaceae,Sapindales,Angiosperms
Scyphopetalum,Sapindaceae,Sapindales,Angiosperms
Scytalia,Sapindaceae,Sapindales,Angiosperms
Seriana,Sapindaceae,Sapindales,Angiosperms
Serjania,Sapindaceae,Sapindales,Angiosperms
Sisyrolepis,Sapindaceae,Sapindales,Angiosperms
Smelophyllum,Sapindaceae,Sapindales,Angiosperms
Spanoghea,Sapindaceae,Sapindales,Angiosperms
Stadmania,Sapindaceae,Sapindales,Angiosperms
Stadmannia,Sapindaceae,Sapindales,Angiosperms
Stocksia,Sapindaceae,Sapindales,Angiosperms
Storthocalyx,Sapindaceae,Sapindales,Angiosperms
Synima,Sapindaceae,Sapindales,Angiosperms
Talisia,Sapindaceae,Sapindales,Angiosperms
Talisiopsis,Sapindaceae,Sapindales,Angiosperms
Thinouia,Sapindaceae,Sapindales,Angiosperms
Thouinia,Sapindaceae,Sapindales,Angiosperms
Thouinidium,Sapindaceae,Sapindales,Angiosperms
Thraulococcus,Sapindaceae,Sapindales,Angiosperms
Thyana,Sapindaceae,Sapindales,Angiosperms
Tina,Sapindaceae,Sapindales,Angiosperms
Toechima,Sapindaceae,Sapindales,Angiosperms
Toulicia,Sapindaceae,Sapindales,Angiosperms
Triceraia,Sapindaceae,Sapindales,Angiosperms
Trigonachras,Sapindaceae,Sapindales,Angiosperms
Tripterodendron,Sapindaceae,Sapindales,Angiosperms
Tristira,Sapindaceae,Sapindales,Angiosperms
Tristiropsis,Sapindaceae,Sapindales,Angiosperms
Tsingya,Sapindaceae,Sapindales,Angiosperms
Uitenia,Sapindaceae,Sapindales,Angiosperms
Ungnadia,Sapindaceae,Sapindales,Angiosperms
Urvillea,Sapindaceae,Sapindales,Angiosperms
Valenzuelia,Sapindaceae,Sapindales,Angiosperms
Vitenia,Sapindaceae,Sapindales,Angiosperms
Vouarana,Sapindaceae,Sapindales,Angiosperms
Xanthoceras,Sapindaceae,Sapindales,Angiosperms
Xerospermum,Sapindaceae,Sapindales,Angiosperms
Zanha,Sapindaceae,Sapindales,Angiosperms
Zollingeria,Sapindaceae,Sapindales,Angiosperms
Aeschrion,Simaroubaceae,Sapindales,Angiosperms
Ailanthus,Simaroubaceae,Sapindales,Angiosperms
Amaroria,Simaroubaceae,Sapindales,Angiosperms
Brucea,Simaroubaceae,Sapindales,Angiosperms
Casabitoa,Simaroubaceae,Sapindales,Angiosperms
Castela,Simaroubaceae,Sapindales,Angiosperms
Cedronia,Simaroubaceae,Sapindales,Angiosperms
Condgiea,Simaroubaceae,Sapindales,Angiosperms
Ebelingia,Simaroubaceae,Sapindales,Angiosperms
Eurycoma,Simaroubaceae,Sapindales,Angiosperms
Gymnostemon,Simaroubaceae,Sapindales,Angiosperms
Hannoa,Simaroubaceae,Sapindales,Angiosperms
Hebonga,Simaroubaceae,Sapindales,Angiosperms
Holacantha,Simaroubaceae,Sapindales,Angiosperms
Iridosma,Simaroubaceae,Sapindales,Angiosperms
Leitneria,Simaroubaceae,Sapindales,Angiosperms
Locandi,Simaroubaceae,Sapindales,Angiosperms
Lussa,Simaroubaceae,Sapindales,Angiosperms
Manungala,Simaroubaceae,Sapindales,Angiosperms
Marupa,Simaroubaceae,Sapindales,Angiosperms
Nothospondias,Simaroubaceae,Sapindales,Angiosperms
Odyendyea,Simaroubaceae,Sapindales,Angiosperms
Perriera,Simaroubaceae,Sapindales,Angiosperms
Picraena,Simaroubaceae,Sapindales,Angiosperms
Picrasma,Simaroubaceae,Sapindales,Angiosperms
Picrocardia,Simaroubaceae,Sapindales,Angiosperms
Picrolemma,Simaroubaceae,Sapindales,Angiosperms
Picroxylon,Simaroubaceae,Sapindales,Angiosperms
Pierreodendron,Simaroubaceae,Sapindales,Angiosperms
Pseudobrasilium,Simaroubaceae,Sapindales,Angiosperms
Pteronema,Simaroubaceae,Sapindales,Angiosperms
Quassia,Simaroubaceae,Sapindales,Angiosperms
Samadera,Simaroubaceae,Sapindales,Angiosperms
Samandura,Simaroubaceae,Sapindales,Angiosperms
Simaba,Simaroubaceae,Sapindales,Angiosperms
Simarouba,Simaroubaceae,Sapindales,Angiosperms
Soulamea,Simaroubaceae,Sapindales,Angiosperms
Tetramyxis,Simaroubaceae,Sapindales,Angiosperms
Vitmannia,Simaroubaceae,Sapindales,Angiosperms
Altingia,Altingiaceae,Saxifragales,Angiosperms
Liquidambar,Altingiaceae,Saxifragales,Angiosperms
Semiliquidambar,Altingiaceae,Saxifragales,Angiosperms
Aphanopetalum,Aphanopetalaceae,Saxifragales,Angiosperms
Cercidiphyllum,Cercidiphyllaceae,Saxifragales,Angiosperms
Adromischus,Crassulaceae,Saxifragales,Angiosperms
Aeonium,Crassulaceae,Saxifragales,Angiosperms
Afrovivella,Crassulaceae,Saxifragales,Angiosperms
Aichryson,Crassulaceae,Saxifragales,Angiosperms
Aizopsis,Crassulaceae,Saxifragales,Angiosperms
Altamiranoa,Crassulaceae,Saxifragales,Angiosperms
Amerosedum,Crassulaceae,Saxifragales,Angiosperms
Asterosedum,Crassulaceae,Saxifragales,Angiosperms
Balfouria,Crassulaceae,Saxifragales,Angiosperms
Breitungia,Crassulaceae,Saxifragales,Angiosperms
Bryophyllum,Crassulaceae,Saxifragales,Angiosperms
Bulliarda,Crassulaceae,Saxifragales,Angiosperms
Calanchoe,Crassulaceae,Saxifragales,Angiosperms
Chamaerhodiola,Crassulaceae,Saxifragales,Angiosperms
Chetyson,Crassulaceae,Saxifragales,Angiosperms
Chiastophyllum,Crassulaceae,Saxifragales,Angiosperms
Clausenellia,Crassulaceae,Saxifragales,Angiosperms
Clementsia,Crassulaceae,Saxifragales,Angiosperms
Cockerellia,Crassulaceae,Saxifragales,Angiosperms
Cotyledon,Crassulaceae,Saxifragales,Angiosperms
Crassula,Crassulaceae,Saxifragales,Angiosperms
Crassularia,Crassulaceae,Saxifragales,Angiosperms
Cremnophila,Crassulaceae,Saxifragales,Angiosperms
Curtogyne,Crassulaceae,Saxifragales,Angiosperms
Diamorpha,Crassulaceae,Saxifragales,Angiosperms
Dudleveria,Crassulaceae,Saxifragales,Angiosperms
Dudleya,Crassulaceae,Saxifragales,Angiosperms
Echephytum,Crassulaceae,Saxifragales,Angiosperms
Echeveria,Crassulaceae,Saxifragales,Angiosperms
Globulea,Crassulaceae,Saxifragales,Angiosperms
Gormania,Crassulaceae,Saxifragales,Angiosperms
Graptopetalum,Crassulaceae,Saxifragales,Angiosperms
Graptoveria,Crassulaceae,Saxifragales,Angiosperms
Greenovia,Crassulaceae,Saxifragales,Angiosperms
Hasseanthus,Crassulaceae,Saxifragales,Angiosperms
Hylotelephium,Crassulaceae,Saxifragales,Angiosperms
Hypagophytum,Crassulaceae,Saxifragales,Angiosperms
Jovibarba,Crassulaceae,Saxifragales,Angiosperms
Kalanchoe,Crassulaceae,Saxifragales,Angiosperms
Kalosanthes,Crassulaceae,Saxifragales,Angiosperms
Kungia,Crassulaceae,Saxifragales,Angiosperms
Larochea,Crassulaceae,Saxifragales,Angiosperms
Lenophyllum,Crassulaceae,Saxifragales,Angiosperms
Meterostachys,Crassulaceae,Saxifragales,Angiosperms
Monanthes,Crassulaceae,Saxifragales,Angiosperms
Ohbaea,Crassulaceae,Saxifragales,Angiosperms
Oreosedum,Crassulaceae,Saxifragales,Angiosperms
Orostachys,Crassulaceae,Saxifragales,Angiosperms
Pachyphytum,Crassulaceae,Saxifragales,Angiosperms
Pachyveria,Crassulaceae,Saxifragales,Angiosperms
Parvisedum,Crassulaceae,Saxifragales,Angiosperms
Perrierosedum,Crassulaceae,Saxifragales,Angiosperms
Petrogeton,Crassulaceae,Saxifragales,Angiosperms
Petrophyes,Crassulaceae,Saxifragales,Angiosperms
Phedimus,Crassulaceae,Saxifragales,Angiosperms
Pistorinia,Crassulaceae,Saxifragales,Angiosperms
Poenosedum,Crassulaceae,Saxifragales,Angiosperms
Prometheum,Crassulaceae,Saxifragales,Angiosperms
Pseudorosularia,Crassulaceae,Saxifragales,Angiosperms
Pseudosedum,Crassulaceae,Saxifragales,Angiosperms
Purgosea,Crassulaceae,Saxifragales,Angiosperms
Rhodia,Crassulaceae,Saxifragales,Angiosperms
Rhodiola,Crassulaceae,Saxifragales,Angiosperms
Rochea,Crassulaceae,Saxifragales,Angiosperms
Rosularia,Crassulaceae,Saxifragales,Angiosperms
Sedastrum,Crassulaceae,Saxifragales,Angiosperms
Sedeveria,Crassulaceae,Saxifragales,Angiosperms
Sedum,Crassulaceae,Saxifragales,Angiosperms
Sempervivum,Crassulaceae,Saxifragales,Angiosperms
Septas,Crassulaceae,Saxifragales,Angiosperms
Sinocrassula,Crassulaceae,Saxifragales,Angiosperms
Stylophyllum,Crassulaceae,Saxifragales,Angiosperms
Tacitus,Crassulaceae,Saxifragales,Angiosperms
Tetraphyle,Crassulaceae,Saxifragales,Angiosperms
Thisantha,Crassulaceae,Saxifragales,Angiosperms
Thompsonella,Crassulaceae,Saxifragales,Angiosperms
Tillaea,Crassulaceae,Saxifragales,Angiosperms
Toelkenia,Crassulaceae,Saxifragales,Angiosperms
Tolmachevia,Crassulaceae,Saxifragales,Angiosperms
Turgosea,Crassulaceae,Saxifragales,Angiosperms
Tylecodon,Crassulaceae,Saxifragales,Angiosperms
Umbilicus,Crassulaceae,Saxifragales,Angiosperms
Vereia,Crassulaceae,Saxifragales,Angiosperms
Villadia,Crassulaceae,Saxifragales,Angiosperms
Cynomorium,Cynomoriaceae,Saxifragales,Angiosperms
Daphniphyllum,Daphniphyllaceae,Saxifragales,Angiosperms
Gyrandra,Daphniphyllaceae,Saxifragales,Angiosperms
Cerophyllum,Grossulariaceae,Saxifragales,Angiosperms
Coreosma,Grossulariaceae,Saxifragales,Angiosperms
Grossularia,Grossulariaceae,Saxifragales,Angiosperms
Rebis,Grossulariaceae,Saxifragales,Angiosperms
Ribes,Grossulariaceae,Saxifragales,Angiosperms
Ribesium,Grossulariaceae,Saxifragales,Angiosperms
Glischrocaryon,Haloragaceae,Saxifragales,Angiosperms
Gonocarpus,Haloragaceae,Saxifragales,Angiosperms
Gunneropsis,Haloragaceae,Saxifragales,Angiosperms
Haloragis,Haloragaceae,Saxifragales,Angiosperms
Haloragodendron,Haloragaceae,Saxifragales,Angiosperms
Laurembergia,Haloragaceae,Saxifragales,Angiosperms
Loudonia,Haloragaceae,Saxifragales,Angiosperms
Meionectes,Haloragaceae,Saxifragales,Angiosperms
Meziella,Haloragaceae,Saxifragales,Angiosperms
Myriophyllum,Haloragaceae,Saxifragales,Angiosperms
Proserpinaca,Haloragaceae,Saxifragales,Angiosperms
Trihaloragis,Haloragaceae,Saxifragales,Angiosperms
Vinkia,Haloragaceae,Saxifragales,Angiosperms
Cavaleriea,Hamamelidaceae,Saxifragales,Angiosperms
Chunia,Hamamelidaceae,Saxifragales,Angiosperms
Corylopsis,Hamamelidaceae,Saxifragales,Angiosperms
Dicoryphe,Hamamelidaceae,Saxifragales,Angiosperms
Disanthus,Hamamelidaceae,Saxifragales,Angiosperms
Distyliopsis,Hamamelidaceae,Saxifragales,Angiosperms
Distylium,Hamamelidaceae,Saxifragales,Angiosperms
Embolanthera,Hamamelidaceae,Saxifragales,Angiosperms
Eustigma,Hamamelidaceae,Saxifragales,Angiosperms
Exbucklandia,Hamamelidaceae,Saxifragales,Angiosperms
Fortunearia,Hamamelidaceae,Saxifragales,Angiosperms
Fothergilla,Hamamelidaceae,Saxifragales,Angiosperms
Hamamelis,Hamamelidaceae,Saxifragales,Angiosperms
Lomilis,Hamamelidaceae,Saxifragales,Angiosperms
Loropetalum,Hamamelidaceae,Saxifragales,Angiosperms
Maingaya,Hamamelidaceae,Saxifragales,Angiosperms
Matudaea,Hamamelidaceae,Saxifragales,Angiosperms
Molinadendron,Hamamelidaceae,Saxifragales,Angiosperms
Mytilaria,Hamamelidaceae,Saxifragales,Angiosperms
Neostrearia,Hamamelidaceae,Saxifragales,Angiosperms
Noahdendron,Hamamelidaceae,Saxifragales,Angiosperms
Ostrearia,Hamamelidaceae,Saxifragales,Angiosperms
Parrotia,Hamamelidaceae,Saxifragales,Angiosperms
Parrotiopsis,Hamamelidaceae,Saxifragales,Angiosperms
Rhodoleia,Hamamelidaceae,Saxifragales,Angiosperms
Saxifragites,Hamamelidaceae,Saxifragales,Angiosperms
Sinowilsonia,Hamamelidaceae,Saxifragales,Angiosperms
Sycoparrotia,Hamamelidaceae,Saxifragales,Angiosperms
Sycopsis,Hamamelidaceae,Saxifragales,Angiosperms
Tetrathyrium,Hamamelidaceae,Saxifragales,Angiosperms
Trichocladus,Hamamelidaceae,Saxifragales,Angiosperms
Trilopus,Hamamelidaceae,Saxifragales,Angiosperms
Choristylis,Iteaceae,Saxifragales,Angiosperms
Diconangia,Iteaceae,Saxifragales,Angiosperms
Itea,Iteaceae,Saxifragales,Angiosperms
Pterostemon,Iteaceae,Saxifragales,Angiosperms
Paeonia,Paeoniaceae,Saxifragales,Angiosperms
Penthorum,Penthoraceae,Saxifragales,Angiosperms
Medusandra,Peridiscaceae,Saxifragales,Angiosperms
Peridiscus,Peridiscaceae,Saxifragales,Angiosperms
Soyauxia,Peridiscaceae,Saxifragales,Angiosperms
Whittonia,Peridiscaceae,Saxifragales,Angiosperms
Aceriphyllum,Saxifragaceae,Saxifragales,Angiosperms
Anarmosa,Saxifragaceae,Saxifragales,Angiosperms
Antiphylla,Saxifragaceae,Saxifragales,Angiosperms
Astilbe,Saxifragaceae,Saxifragales,Angiosperms
Astilboides,Saxifragaceae,Saxifragales,Angiosperms
Bensoniella,Saxifragaceae,Saxifragales,Angiosperms
Bergenia,Saxifragaceae,Saxifragales,Angiosperms
Blondia,Saxifragaceae,Saxifragales,Angiosperms
Boecherarctica,Saxifragaceae,Saxifragales,Angiosperms
Bolandra,Saxifragaceae,Saxifragales,Angiosperms
Boykinia,Saxifragaceae,Saxifragales,Angiosperms
Calyptranthe,Saxifragaceae,Saxifragales,Angiosperms
Cascadia,Saxifragaceae,Saxifragales,Angiosperms
Chondrosea,Saxifragaceae,Saxifragales,Angiosperms
Chrysosplenium,Saxifragaceae,Saxifragales,Angiosperms
Ciliaria,Saxifragaceae,Saxifragales,Angiosperms
Conimitella,Saxifragaceae,Saxifragales,Angiosperms
Cymbalariella,Saxifragaceae,Saxifragales,Angiosperms
Dactyloides,Saxifragaceae,Saxifragales,Angiosperms
Darmera,Saxifragaceae,Saxifragales,Angiosperms
Dermasea,Saxifragaceae,Saxifragales,Angiosperms
Dimorphopetalum,Saxifragaceae,Saxifragales,Angiosperms
Diptera,Saxifragaceae,Saxifragales,Angiosperms
Elmera,Saxifragaceae,Saxifragales,Angiosperms
Evaiezoa,Saxifragaceae,Saxifragales,Angiosperms
Geryonia,Saxifragaceae,Saxifragales,Angiosperms
Hemieva,Saxifragaceae,Saxifragales,Angiosperms
Heterisia,Saxifragaceae,Saxifragales,Angiosperms
Heuchera,Saxifragaceae,Saxifragales,Angiosperms
Hieronymusia,Saxifragaceae,Saxifragales,Angiosperms
Hirculus,Saxifragaceae,Saxifragales,Angiosperms
Holochloa,Saxifragaceae,Saxifragales,Angiosperms
Hoteia,Saxifragaceae,Saxifragales,Angiosperms
Hydatica,Saxifragaceae,Saxifragales,Angiosperms
Jepsonia,Saxifragaceae,Saxifragales,Angiosperms
Leptarrhena,Saxifragaceae,Saxifragales,Angiosperms
Leptasea,Saxifragaceae,Saxifragales,Angiosperms
Limnobotrya,Saxifragaceae,Saxifragales,Angiosperms
Lithophragma,Saxifragaceae,Saxifragales,Angiosperms
Lobaria,Saxifragaceae,Saxifragales,Angiosperms
Megasea,Saxifragaceae,Saxifragales,Angiosperms
Micranthes,Saxifragaceae,Saxifragales,Angiosperms
Mitella,Saxifragaceae,Saxifragales,Angiosperms
Mitellopsis,Saxifragaceae,Saxifragales,Angiosperms
Mukdenia,Saxifragaceae,Saxifragales,Angiosperms
Muscaria,Saxifragaceae,Saxifragales,Angiosperms
Neoboykinia,Saxifragaceae,Saxifragales,Angiosperms
Oreanthus,Saxifragaceae,Saxifragales,Angiosperms
Oreotrys,Saxifragaceae,Saxifragales,Angiosperms
Oresitrophe,Saxifragaceae,Saxifragales,Angiosperms
Ozomelis,Saxifragaceae,Saxifragales,Angiosperms
Pectiantia,Saxifragaceae,Saxifragales,Angiosperms
Peltoboykinia,Saxifragaceae,Saxifragales,Angiosperms
Petalosteira,Saxifragaceae,Saxifragales,Angiosperms
Piarophyla,Saxifragaceae,Saxifragales,Angiosperms
Pleurendotria,Saxifragaceae,Saxifragales,Angiosperms
Pyrsonota,Saxifragaceae,Saxifragales,Angiosperms
Robertsonia,Saxifragaceae,Saxifragales,Angiosperms
Robsonia,Saxifragaceae,Saxifragales,Angiosperms
Rodgersia,Saxifragaceae,Saxifragales,Angiosperms
Saniculiphyllum,Saxifragaceae,Saxifragales,Angiosperms
Saxifraga,Saxifragaceae,Saxifragales,Angiosperms
Saxifragella,Saxifragaceae,Saxifragales,Angiosperms
Saxifragodes,Saxifragaceae,Saxifragales,Angiosperms
Saxifragopsis,Saxifragaceae,Saxifragales,Angiosperms
Sekika,Saxifragaceae,Saxifragales,Angiosperms
Spatularia,Saxifragaceae,Saxifragales,Angiosperms
Steiranisia,Saxifragaceae,Saxifragales,Angiosperms
Suksdorfia,Saxifragaceae,Saxifragales,Angiosperms
Sullivantea,Saxifragaceae,Saxifragales,Angiosperms
Sullivantia,Saxifragaceae,Saxifragales,Angiosperms
Tanakaea,Saxifragaceae,Saxifragales,Angiosperms
Telesonix,Saxifragaceae,Saxifragales,Angiosperms
Tellima,Saxifragaceae,Saxifragales,Angiosperms
Tetilla,Saxifragaceae,Saxifragales,Angiosperms
Tetraplasium,Saxifragaceae,Saxifragales,Angiosperms
Therofon,Saxifragaceae,Saxifragales,Angiosperms
Therophon,Saxifragaceae,Saxifragales,Angiosperms
Tiarella,Saxifragaceae,Saxifragales,Angiosperms
Tolmiea,Saxifragaceae,Saxifragales,Angiosperms
Yamala,Saxifragaceae,Saxifragales,Angiosperms
Zahlbrucknera,Saxifragaceae,Saxifragales,Angiosperms
Tetracarpaea,Tetracarpaeaceae,Saxifragales,Angiosperms
Amphione,Convolvulaceae,Solanales,Angiosperms
Aniseia,Convolvulaceae,Solanales,Angiosperms
Anthanema,Convolvulaceae,Solanales,Angiosperms
Aplostylis,Convolvulaceae,Solanales,Angiosperms
Apopleumon,Convolvulaceae,Solanales,Angiosperms
Argyreia,Convolvulaceae,Solanales,Angiosperms
Astripomoea,Convolvulaceae,Solanales,Angiosperms
Astrochlaena,Convolvulaceae,Solanales,Angiosperms
Astromerremia,Convolvulaceae,Solanales,Angiosperms
Baillaudea,Convolvulaceae,Solanales,Angiosperms
Batatas,Convolvulaceae,Solanales,Angiosperms
Blinkworthia,Convolvulaceae,Solanales,Angiosperms
Bonamia,Convolvulaceae,Solanales,Angiosperms
Bonamiopsis,Convolvulaceae,Solanales,Angiosperms
Bonanox,Convolvulaceae,Solanales,Angiosperms
Breweria,Convolvulaceae,Solanales,Angiosperms
Breweriopsis,Convolvulaceae,Solanales,Angiosperms
Bucharea,Convolvulaceae,Solanales,Angiosperms
Calonyction,Convolvulaceae,Solanales,Angiosperms
Calycobolus,Convolvulaceae,Solanales,Angiosperms
Calystegia,Convolvulaceae,Solanales,Angiosperms
Camonea,Convolvulaceae,Solanales,Angiosperms
Cardiochlamys,Convolvulaceae,Solanales,Angiosperms
Carpentia,Convolvulaceae,Solanales,Angiosperms
Cassutha,Convolvulaceae,Solanales,Angiosperms
Cladostigma,Convolvulaceae,Solanales,Angiosperms
Cleiemera,Convolvulaceae,Solanales,Angiosperms
Clitocyamos,Convolvulaceae,Solanales,Angiosperms
Coiladena,Convolvulaceae,Solanales,Angiosperms
Convolvuloides,Convolvulaceae,Solanales,Angiosperms
Convolvulus,Convolvulaceae,Solanales,Angiosperms
Cordisepalum,Convolvulaceae,Solanales,Angiosperms
Cressa,Convolvulaceae,Solanales,Angiosperms
Cryptanthela,Convolvulaceae,Solanales,Angiosperms
